,row,Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET
18085,4502,2018-7-2,Brás,-235.451,-466.162,71767,55,30,5,32,27,7,33,33,NORMAL
18086,4514,2018-7-14,Brás,-235.451,-466.162,72360,19,6,61,33,19,12,23,16,NORMAL
18087,4591,2018-10-1,Brás,-235.451,-466.162,71089,24,38,25,26,43,20,27,37,NORMAL
18088,13498,2019-6-28,São Judas,-236.255,-466.411,15363,64,55,58,26,43,7,37,33,NORMAL
18089,13507,2019-7-7,São Judas,-236.255,-466.411,16561,53,10,65,42,4,14,43,41,NORMAL
18090,4665,2018-12-15,Brás,-235.451,-466.162,71262,78,37,45,25,30,37,17,25,NORMAL
18091,5321,2018-10-11,Barra Funda,-235.542,-466.707,146920,14,9,36,11,17,39,41,19,NORMAL
18092,13619,2019-10-29,São Judas,-236.255,-466.411,16954,73,55,1,43,20,18,18,18,NORMAL
18093,13656,2019-12-6,São Judas,-236.255,-466.411,17504,60,27,20,34,8,36,43,41,NORMAL
18094,13719,2018-2-9,Vila Mariana,-235.895,-466.346,23869,62,44,65,19,26,21,29,11,NORMAL
18095,4841,2019-6-11,Brás,-235.451,-466.162,71188,49,9,8,42,43,43,26,32,NORMAL
18096,5521,2019-5-1,Barra Funda,-235.542,-466.707,146860,60,65,33,33,30,40,39,29,NORMAL
18097,13785,2018-4-15,Vila Mariana,-235.895,-466.346,25033,37,4,65,32,31,10,38,12,REABASTECER
18098,4916,2019-8-26,Brás,-235.451,-466.162,72794,6,59,1,40,27,16,26,4,NORMAL
18099,4944,2019-9-24,Brás,-235.451,-466.162,72927,62,16,13,15,4,22,5,25,NORMAL
18100,5602,2019-7-22,Barra Funda,-235.542,-466.707,149184,77,37,52,43,43,12,13,1,NORMAL
18101,5625,2019-8-15,Barra Funda,-235.542,-466.707,147859,32,21,28,12,31,34,43,41,NORMAL
18102,5635,2019-8-25,Barra Funda,-235.542,-466.707,148898,19,22,28,25,29,11,9,5,REABASTECER
18103,13923,2018-9-3,Vila Mariana,-235.895,-466.346,21793,86,20,32,43,43,42,40,7,NORMAL
18104,5676,2019-10-6,Barra Funda,-235.542,-466.707,147209,58,55,26,10,33,19,23,37,NORMAL
18105,5687,2019-10-17,Barra Funda,-235.542,-466.707,147483,28,41,13,16,40,29,21,38,NORMAL
18106,5751,2019-12-21,Barra Funda,-235.542,-466.707,147929,47,52,57,4,20,7,29,27,REABASTECER
18107,5133,2018-4-3,Barra Funda,-235.542,-466.707,146923,42,44,17,27,8,43,40,8,NORMAL
18108,14029,2018-12-19,Vila Mariana,-235.895,-466.346,22499,73,38,36,36,41,23,31,17,NORMAL
18109,5819,2018-2-29,Tatuapé,-235.402,-465.765,69890,16,37,48,19,20,33,21,27,NORMAL
18110,5883,2018-5-3,Tatuapé,-235.402,-465.765,68301,16,12,56,5,16,23,5,15,NORMAL
18111,5902,2018-5-22,Tatuapé,-235.402,-465.765,67244,17,31,55,19,19,10,22,12,NORMAL
18112,5907,2018-5-27,Tatuapé,-235.402,-465.765,68016,56,1,13,43,43,36,4,30,REABASTECER
18113,5936,2018-6-26,Tatuapé,-235.402,-465.765,70108,19,38,49,38,15,38,18,35,NORMAL
18114,5315,2018-10-5,Barra Funda,-235.542,-466.707,150731,67,44,12,25,43,24,21,43,NORMAL
18115,5357,2018-11-17,Barra Funda,-235.542,-466.707,147683,14,55,4,38,10,9,15,4,REABASTECER
18116,5368,2018-11-28,Barra Funda,-235.542,-466.707,147559,86,65,57,4,11,18,9,5,REABASTECER
18117,14244,2019-7-24,Vila Mariana,-235.895,-466.346,24509,77,17,42,40,39,17,37,43,NORMAL
18118,5383,2018-12-13,Barra Funda,-235.542,-466.707,149682,21,60,15,39,32,15,34,32,NORMAL
18119,14319,2019-10-9,Vila Mariana,-235.895,-466.346,24991,25,19,65,37,19,31,25,9,NORMAL
18120,5458,2019-2-28,Barra Funda,-235.542,-466.707,147333,76,63,17,22,25,43,17,28,NORMAL
18121,14368,2019-11-28,Vila Mariana,-235.895,-466.346,23582,47,65,4,7,32,14,31,32,NORMAL
18122,5515,2019-4-25,Barra Funda,-235.542,-466.707,149066,29,32,4,3,12,17,16,13,NORMAL
18123,14400,2019-12-30,Vila Mariana,-235.895,-466.346,21844,86,63,38,42,21,35,32,43,NORMAL
18124,14458,2018-2-28,Brooklin,-236.263,-466.878,27393,46,30,51,31,43,41,7,24,NORMAL
18125,14471,2018-3-11,Brooklin,-236.263,-466.878,28201,4,11,30,15,28,36,38,21,REABASTECER
18126,5635,2019-8-25,Barra Funda,-235.542,-466.707,148898,19,22,28,25,29,11,9,5,REABASTECER
18127,5676,2019-10-6,Barra Funda,-235.542,-466.707,147209,58,55,26,10,33,19,23,37,NORMAL
18128,14718,2018-11-18,Brooklin,-236.263,-466.878,29350,54,47,15,40,28,34,9,4,REABASTECER
18129,5846,2018-3-26,Tatuapé,-235.402,-465.765,69078,16,13,45,39,43,43,30,39,NORMAL
18130,6520,2018-2-10,República,-235.436,-466.434,109233,73,57,8,9,17,8,17,12,NORMAL
18131,6569,2018-3-29,República,-235.436,-466.434,110362,0,22,65,21,23,25,29,31,REABASTECER
18132,6018,2018-9-18,Tatuapé,-235.402,-465.765,70489,86,56,22,24,18,30,15,27,NORMAL
18133,6712,2018-8-22,República,-235.436,-466.434,109271,58,3,57,33,12,20,41,37,REABASTECER
18134,6737,2018-9-17,República,-235.436,-466.434,107812,75,10,29,39,12,22,33,32,NORMAL
18135,6745,2018-9-25,República,-235.436,-466.434,110285,86,33,46,17,29,38,43,9,NORMAL
18136,6108,2018-12-18,Tatuapé,-235.402,-465.765,70948,75,41,25,4,43,4,41,36,NORMAL
18137,6133,2019-1-13,Tatuapé,-235.402,-465.765,68790,26,19,57,40,21,10,30,29,NORMAL
18138,15051,2019-10-21,Brooklin,-236.263,-466.878,29040,45,50,41,16,40,17,20,25,NORMAL
18139,6828,2018-12-18,República,-235.436,-466.434,108189,53,53,32,13,23,29,3,24,REABASTECER
18140,15117,2019-12-27,Brooklin,-236.263,-466.878,26637,12,41,25,40,26,38,15,34,REABASTECER
18141,6235,2019-4-25,Tatuapé,-235.402,-465.765,70683,33,25,34,31,26,35,41,30,NORMAL
18142,15146,2018-1-26,Campo Belo,-236.188,-466.823,24951,4,44,40,10,33,24,29,30,REABASTECER
18143,6974,2019-5-14,República,-235.436,-466.434,108245,17,45,15,10,34,41,22,6,REABASTECER
18144,15220,2018-4-10,Campo Belo,-236.188,-466.823,24991,64,60,47,43,2,14,17,4,REABASTECER
18145,7028,2019-7-8,República,-235.436,-466.434,108208,79,55,24,8,37,17,11,37,NORMAL
18146,6428,2019-11-8,Tatuapé,-235.402,-465.765,69633,76,41,6,36,30,26,22,29,NORMAL
18147,7129,2019-10-19,República,-235.436,-466.434,107889,38,55,13,23,1,8,43,5,REABASTECER
18148,6498,2018-1-18,República,-235.436,-466.434,107325,19,21,20,34,19,38,14,21,NORMAL
18149,7160,2019-11-20,República,-235.436,-466.434,107167,2,22,52,25,19,13,8,39,REABASTECER
18150,15392,2018-10-2,Campo Belo,-236.188,-466.823,23727,9,38,32,28,20,31,20,2,REABASTECER
18151,15402,2018-10-12,Campo Belo,-236.188,-466.823,26836,86,45,26,7,23,41,23,43,NORMAL
18152,15426,2018-11-6,Campo Belo,-236.188,-466.823,24521,23,17,31,21,43,38,11,34,NORMAL
18153,6578,2018-4-8,República,-235.436,-466.434,108848,16,32,8,6,31,43,41,43,NORMAL
18154,6620,2018-5-20,República,-235.436,-466.434,108696,29,46,35,36,43,19,22,37,NORMAL
18155,6629,2018-5-29,República,-235.436,-466.434,110980,22,7,43,43,11,30,32,7,NORMAL
18156,6661,2018-7-1,República,-235.436,-466.434,110186,45,51,31,7,14,14,34,8,NORMAL
18157,7433,2018-8-23,Higienópolis-Mackenzie,-235.488,-466.519,89656,6,60,47,34,7,43,11,43,REABASTECER
18158,7434,2018-8-24,Higienópolis-Mackenzie,-235.488,-466.519,91471,86,51,41,33,1,43,7,41,REABASTECER
18159,6823,2018-12-13,República,-235.436,-466.434,109681,18,21,61,32,43,43,28,43,NORMAL
18160,6828,2018-12-18,República,-235.436,-466.434,108189,53,53,32,13,23,29,3,24,REABASTECER
18161,15724,2019-9-4,Campo Belo,-236.188,-466.823,23832,20,7,65,4,9,16,20,36,REABASTECER
18162,6933,2019-4-3,República,-235.436,-466.434,110450,78,65,38,25,27,28,28,34,NORMAL
18163,7624,2019-3-4,Higienópolis-Mackenzie,-235.488,-466.519,90730,55,22,33,15,30,27,43,32,NORMAL
18164,7677,2019-4-27,Higienópolis-Mackenzie,-235.488,-466.519,93054,34,65,12,37,29,2,14,14,REABASTECER
18165,15908,2018-3-8,Eucaliptos,-23.61,-466.686,23184,41,42,14,35,25,43,22,31,NORMAL
18166,15919,2018-3-19,Eucaliptos,-23.61,-466.686,25561,27,39,5,4,26,23,25,33,REABASTECER
18167,7043,2019-7-23,República,-235.436,-466.434,110433,14,15,55,11,15,13,37,26,NORMAL
18168,7754,2019-7-14,Higienópolis-Mackenzie,-235.488,-466.519,92234,61,51,46,28,7,43,2,10,NORMAL
18169,7796,2019-8-26,Higienópolis-Mackenzie,-235.488,-466.519,92874,75,39,19,24,7,10,37,20,NORMAL
18170,16021,2018-7-1,Eucaliptos,-23.61,-466.686,25411,42,3,32,28,39,43,9,26,NORMAL
18171,16050,2018-7-30,Eucaliptos,-23.61,-466.686,22006,76,48,20,17,43,36,24,25,NORMAL
18172,16067,2018-8-17,Eucaliptos,-23.61,-466.686,22604,86,5,30,21,22,20,34,37,REABASTECER
18173,16104,2018-9-24,Eucaliptos,-23.61,-466.686,25501,62,33,23,42,32,34,16,17,NORMAL
18174,7258,2018-2-28,Higienópolis-Mackenzie,-235.488,-466.519,91361,29,40,65,43,43,25,27,22,NORMAL
18175,7944,2018-1-24,Faria Lima,-235.675,-466.929,51879,39,57,36,28,21,20,41,43,NORMAL
18176,7305,2018-4-15,Higienópolis-Mackenzie,-235.488,-466.519,92470,86,6,20,43,15,35,41,2,REABASTECER
18177,16222,2019-1-22,Eucaliptos,-23.61,-466.686,24539,3,65,11,18,19,6,37,5,NORMAL
18178,16226,2019-1-26,Eucaliptos,-23.61,-466.686,21991,62,37,53,13,3,35,24,32,REABASTECER
18179,7409,2018-7-29,Higienópolis-Mackenzie,-235.488,-466.519,90666,76,8,13,17,18,43,15,7,NORMAL
18180,16324,2019-5-4,Eucaliptos,-23.61,-466.686,22684,46,48,21,8,38,35,20,10,NORMAL
18181,7492,2018-10-22,Higienópolis-Mackenzie,-235.488,-466.519,90059,21,24,15,24,34,15,32,29,NORMAL
18182,7502,2018-11-2,Higienópolis-Mackenzie,-235.488,-466.519,92242,15,40,17,42,27,30,32,38,NORMAL
18183,8204,2018-10-14,Faria Lima,-235.675,-466.929,51565,32,14,47,37,39,5,8,22,NORMAL
18184,7570,2019-1-10,Higienópolis-Mackenzie,-235.488,-466.519,93414,72,40,2,35,43,29,14,23,NORMAL
18185,16467,2019-9-27,Eucaliptos,-23.61,-466.686,25480,48,4,28,38,43,13,37,29,REABASTECER
18186,16497,2019-10-27,Eucaliptos,-23.61,-466.686,24185,28,18,28,33,16,36,20,28,NORMAL
18187,7757,2019-7-17,Higienópolis-Mackenzie,-235.488,-466.519,91431,32,34,23,12,39,35,36,43,NORMAL
18188,16691,2018-5-11,Moema,-235.489,-466.388,18965,32,16,43,30,28,36,19,36,NORMAL
18189,16700,2018-5-20,Moema,-235.489,-466.388,17720,28,26,43,38,33,43,31,43,NORMAL
18190,8564,2019-10-14,Faria Lima,-235.675,-466.929,53954,35,31,21,38,43,38,19,5,REABASTECER
18191,16827,2018-9-27,Moema,-235.489,-466.388,20929,58,17,55,37,28,43,35,40,NORMAL
18192,16829,2018-9-29,Moema,-235.489,-466.388,19362,33,65,45,37,20,40,27,34,NORMAL
18193,16851,2018-10-21,Moema,-235.489,-466.388,20421,77,53,38,11,20,20,25,43,NORMAL
18194,8642,2018-1-2,Pinheiros,-235.664,-46.703,79380,75,57,55,42,39,38,37,37,NORMAL
18195,16861,2018-11-1,Moema,-235.489,-466.388,18332,61,55,38,14,26,36,29,6,NORMAL
18196,16904,2019-9-8,Hospital São Paulo,-235.984,-466.455,25675,12,17,18,7,39,4,9,2,NORMAL
18197,8701,2018-3-1,Pinheiros,-235.664,-46.703,79498,86,22,45,25,19,34,2,34,REABASTECER
18198,16931,2019-10-5,Hospital São Paulo,-235.984,-466.455,25005,11,19,41,27,16,42,25,26,REABASTECER
18199,8734,2018-4-4,Pinheiros,-235.664,-46.703,78699,31,14,13,43,16,30,43,34,NORMAL
18200,16950,2019-10-24,Hospital São Paulo,-235.984,-466.455,26351,65,26,47,14,34,27,40,30,NORMAL
18201,8768,2018-5-8,Pinheiros,-235.664,-46.703,77454,33,20,37,8,4,27,35,31,NORMAL
18202,8780,2018-5-20,Pinheiros,-235.664,-46.703,79395,9,16,25,25,28,27,33,23,REABASTECER
18203,8144,2018-8-14,Faria Lima,-235.675,-466.929,52588,13,33,14,4,13,8,43,17,REABASTECER
18204,16,2018-1-16,Paraíso,-2.357.677,-4.663.933,71704,30,47,22,23,18,7,32,29,NORMAL
18205,20,2018-1-20,Paraíso,-2.357.677,-4.663.933,72563,76,36,60,12,43,40,17,12,NORMAL
18206,8873,2018-8-23,Pinheiros,-235.664,-46.703,79117,59,28,65,13,21,9,16,29,NORMAL
18207,175,2018-6-25,Paraíso,-2.357.677,-4.663.933,73424,14,50,25,8,19,35,39,17,NORMAL
18208,8331,2019-2-21,Faria Lima,-235.675,-466.929,53151,17,45,65,9,41,27,14,38,NORMAL
18209,219,2018-8-9,Paraíso,-2.357.677,-4.663.933,72436,21,41,57,26,15,32,35,20,NORMAL
18210,265,2018-9-25,Paraíso,-2.357.677,-4.663.933,70902,76,26,7,43,40,27,24,11,NORMAL
18211,9086,2019-3-26,Pinheiros,-235.664,-46.703,76773,40,36,42,43,17,6,25,31,REABASTECER
18212,9128,2019-5-8,Pinheiros,-235.664,-46.703,76116,46,65,65,43,33,39,37,27,NORMAL
18213,8498,2019-8-8,Faria Lima,-235.675,-466.929,54310,67,45,56,43,5,11,24,17,NORMAL
18214,9185,2019-7-5,Pinheiros,-235.664,-46.703,76424,86,65,60,9,13,16,20,20,NORMAL
18215,9213,2019-8-3,Pinheiros,-235.664,-46.703,77628,86,20,65,36,31,11,37,43,NORMAL
18216,8560,2019-10-10,Faria Lima,-235.675,-466.929,52108,77,65,47,14,16,12,33,22,NORMAL
18217,8563,2019-10-13,Faria Lima,-235.675,-466.929,51941,45,38,26,43,1,43,21,11,REABASTECER
18218,9278,2019-10-8,Pinheiros,-235.664,-46.703,76810,86,15,4,33,22,14,43,40,REABASTECER
18219,478,2019-4-28,Paraíso,-2.357.677,-4.663.933,70338,86,12,54,28,26,40,37,11,NORMAL
18220,8680,2018-2-10,Pinheiros,-235.664,-46.703,76711,33,17,61,9,23,22,2,36,REABASTECER
18221,8693,2018-2-23,Pinheiros,-235.664,-46.703,79053,79,65,42,12,9,20,40,24,NORMAL
18222,9378,2018-1-18,Butantã,-235.844,-467.252,65560,74,23,12,37,14,41,21,21,NORMAL
18223,626,2019-9-26,Paraíso,-2.357.677,-4.663.933,70208,34,23,11,15,41,38,17,13,NORMAL
18224,632,2019-10-2,Paraíso,-2.357.677,-4.663.933,72158,62,54,34,38,21,21,31,31,NORMAL
18225,9466,2018-4-16,Butantã,-235.844,-467.252,65749,13,12,54,7,21,33,8,40,NORMAL
18226,8805,2018-6-15,Pinheiros,-235.664,-46.703,77056,37,46,52,18,22,5,29,10,REABASTECER
18227,659,2019-10-29,Paraíso,-2.357.677,-4.663.933,71323,48,12,36,29,12,30,14,17,NORMAL
18228,8828,2018-7-8,Pinheiros,-235.664,-46.703,76651,75,29,38,21,22,18,20,3,NORMAL
18229,705,2019-12-15,Paraíso,-2.357.677,-4.663.933,70687,86,2,42,29,37,37,2,29,NORMAL
18230,725,2018-1-5,Brigadeiro,-235.683,-466.482,49130,47,43,33,26,29,31,28,27,NORMAL
18231,9593,2018-8-23,Butantã,-235.844,-467.252,65029,23,34,23,11,20,21,30,12,NORMAL
18232,8936,2018-10-26,Pinheiros,-235.664,-46.703,77306,27,9,40,19,34,14,5,43,NORMAL
18233,8981,2018-12-11,Pinheiros,-235.664,-46.703,79016,21,5,41,42,28,23,5,26,NORMAL
18234,846,2018-5-6,Brigadeiro,-235.683,-466.482,49264,73,52,10,27,35,35,11,29,NORMAL
18235,9040,2019-2-10,Pinheiros,-235.664,-46.703,77365,35,39,26,21,6,27,34,31,REABASTECER
18236,884,2018-6-14,Brigadeiro,-235.683,-466.482,47662,29,10,65,39,40,18,39,39,NORMAL
18237,894,2018-6-24,Brigadeiro,-235.683,-466.482,46582,19,14,59,16,43,28,30,4,REABASTECER
18238,979,2018-9-19,Brigadeiro,-235.683,-466.482,47239,86,65,4,34,26,42,30,36,REABASTECER
18239,9834,2019-4-24,Butantã,-235.844,-467.252,64524,29,41,12,17,31,36,16,10,NORMAL
18240,9841,2019-5-1,Butantã,-235.844,-467.252,67609,47,65,29,33,43,16,29,23,NORMAL
18241,9216,2019-8-6,Pinheiros,-235.664,-46.703,78295,58,8,47,20,20,4,28,29,NORMAL
18242,9957,2019-8-27,Butantã,-235.844,-467.252,66610,46,5,52,38,4,37,35,24,NORMAL
18243,9968,2019-9-8,Butantã,-235.844,-467.252,67161,18,23,35,6,38,10,38,20,NORMAL
18244,9974,2019-9-14,Butantã,-235.844,-467.252,67013,44,46,58,37,11,26,15,35,NORMAL
18245,10008,2019-10-18,Butantã,-235.844,-467.252,65869,71,43,30,28,36,43,9,33,NORMAL
18246,9344,2019-12-14,Pinheiros,-235.664,-46.703,76563,68,65,4,10,37,18,32,6,NORMAL
18247,1191,2019-4-21,Brigadeiro,-235.683,-466.482,45951,86,17,39,15,36,14,34,24,NORMAL
18248,9389,2018-1-29,Butantã,-235.844,-467.252,66454,58,12,60,41,9,39,25,16,NORMAL
18249,9422,2018-3-2,Butantã,-235.844,-467.252,67489,86,36,45,39,32,33,10,14,NORMAL
18250,10116,2018-2-6,Fradique Coutinho,-235.661,-466.841,36057,9,37,15,14,35,4,26,40,REABASTECER
18251,1285,2019-7-25,Brigadeiro,-235.683,-466.482,47202,50,45,28,39,43,23,43,31,NORMAL
18252,10150,2018-3-10,Fradique Coutinho,-235.661,-466.841,34440,19,19,34,30,20,21,17,40,NORMAL
18253,9500,2018-5-20,Butantã,-235.844,-467.252,64142,28,65,60,17,2,25,6,40,REABASTECER
18254,10183,2018-4-13,Fradique Coutinho,-235.661,-466.841,34969,28,7,14,10,17,30,24,25,REABASTECER
18255,9534,2018-6-24,Butantã,-235.844,-467.252,66021,47,44,11,30,4,35,28,28,NORMAL
18256,1390,2019-11-10,Brigadeiro,-235.683,-466.482,47809,56,17,20,24,14,39,29,36,NORMAL
18257,10242,2018-6-12,Fradique Coutinho,-235.661,-466.841,34222,50,4,46,28,33,24,17,31,NORMAL
18258,1402,2019-11-22,Brigadeiro,-235.683,-466.482,46718,33,17,65,37,16,39,25,22,NORMAL
18259,9646,2018-10-16,Butantã,-235.844,-467.252,64578,18,65,58,16,29,33,20,30,NORMAL
18260,10352,2018-10-2,Fradique Coutinho,-235.661,-466.841,33092,44,15,34,43,10,24,34,26,NORMAL
18261,10402,2018-11-22,Fradique Coutinho,-235.661,-466.841,34297,86,57,56,18,22,43,7,43,NORMAL
18262,9756,2019-2-6,Butantã,-235.844,-467.252,67221,65,47,9,31,10,43,24,12,NORMAL
18263,10458,2019-1-18,Fradique Coutinho,-235.661,-466.841,35588,18,36,65,33,29,19,41,26,NORMAL
18264,9800,2019-3-20,Butantã,-235.844,-467.252,67589,2,53,47,22,43,36,31,7,REABASTECER
18265,10491,2019-2-21,Fradique Coutinho,-235.661,-466.841,35001,22,43,30,8,24,4,36,21,REABASTECER
18266,10565,2019-5-5,Fradique Coutinho,-235.661,-466.841,34500,75,15,4,13,38,13,34,43,REABASTECER
18267,9917,2019-7-17,Butantã,-235.844,-467.252,66573,8,42,4,23,43,8,28,7,NORMAL
18268,1759,2018-11-19,Trianon-Masp,-235.634,-466.544,43075,79,54,20,43,11,34,13,12,NORMAL
18269,9966,2019-9-6,Butantã,-235.844,-467.252,65869,42,33,49,12,6,18,2,28,REABASTECER
18270,10652,2019-8-2,Fradique Coutinho,-235.661,-466.841,35332,86,10,18,43,34,26,28,21,NORMAL
18271,9996,2019-10-6,Butantã,-235.844,-467.252,66068,3,38,52,21,40,36,11,37,NORMAL
18272,10134,2018-2-24,Fradique Coutinho,-235.661,-466.841,34519,86,58,21,39,43,22,43,21,NORMAL
18273,10841,2018-2-11,Luz,-235.365,-466.332,124192,27,8,48,19,43,2,3,6,NORMAL
18274,10888,2018-3-28,Luz,-235.365,-466.332,126560,77,53,55,43,7,21,33,41,NORMAL
18275,10224,2018-5-24,Fradique Coutinho,-235.661,-466.841,36369,72,59,41,37,15,27,11,19,NORMAL
18276,10939,2018-5-19,Luz,-235.365,-466.332,124183,86,65,29,8,39,8,43,43,NORMAL
18277,10255,2018-6-25,Fradique Coutinho,-235.661,-466.841,35278,22,54,30,41,22,24,5,24,REABASTECER
18278,10958,2018-6-8,Luz,-235.365,-466.332,125516,74,37,24,38,43,32,16,11,NORMAL
18279,10395,2018-11-15,Fradique Coutinho,-235.661,-466.841,35575,68,46,55,35,11,18,39,35,NORMAL
18280,10450,2019-1-10,Fradique Coutinho,-235.661,-466.841,33290,18,19,56,13,18,42,29,22,NORMAL
18281,10467,2019-1-27,Fradique Coutinho,-235.661,-466.841,35086,13,48,4,43,38,40,8,31,NORMAL
18282,11180,2019-1-20,Luz,-235.365,-466.332,124058,40,47,65,31,22,14,13,18,NORMAL
18283,11199,2019-2-9,Luz,-235.365,-466.332,127866,43,56,55,17,40,41,30,31,NORMAL
18284,10520,2019-3-20,Fradique Coutinho,-235.661,-466.841,33297,74,59,22,43,43,20,39,43,NORMAL
18285,11222,2019-3-2,Luz,-235.365,-466.332,125224,63,26,35,37,37,18,28,28,NORMAL
18286,2386,2018-8-16,Consolação,-235.581,-466.606,111835,29,15,65,31,19,2,26,32,REABASTECER
18287,11314,2019-6-4,Luz,-235.365,-466.332,126006,47,30,16,24,18,25,5,24,NORMAL
18288,10704,2019-9-24,Fradique Coutinho,-235.661,-466.841,36302,22,20,65,28,40,9,6,39,REABASTECER
18289,10741,2019-11-1,Fradique Coutinho,-235.661,-466.841,36791,74,16,55,38,34,18,38,34,NORMAL
18290,11438,2019-10-8,Luz,-235.365,-466.332,125773,52,49,16,43,18,13,32,17,NORMAL
18291,2591,2019-3-11,Consolação,-235.581,-466.606,112882,26,12,47,32,17,6,20,29,NORMAL
18292,2632,2019-4-22,Consolação,-235.581,-466.606,113465,65,24,25,32,35,37,17,40,NORMAL
18293,10814,2018-1-14,Luz,-235.365,-466.332,124451,43,39,39,13,27,9,34,28,NORMAL
18294,11561,2018-2-11,Ana Rosa,-235.813,-466.383,64433,46,16,50,43,6,43,5,24,REABASTECER
18295,11579,2018-2-29,Ana Rosa,-235.813,-466.383,63760,60,11,56,36,10,42,16,36,NORMAL
18296,2760,2019-8-30,Consolação,-235.581,-466.606,111685,7,61,53,12,10,36,28,37,REABASTECER
18297,11627,2018-4-17,Ana Rosa,-235.813,-466.383,66985,6,54,65,27,13,4,43,10,REABASTECER
18298,10944,2018-5-24,Luz,-235.365,-466.332,127175,37,47,57,35,17,30,24,21,NORMAL
18299,11645,2018-5-5,Ana Rosa,-235.813,-466.383,66325,6,13,6,20,23,33,18,31,NORMAL
18300,10961,2018-6-11,Luz,-235.365,-466.332,126306,44,20,7,34,29,22,5,38,REABASTECER
18301,2786,2019-9-26,Consolação,-235.581,-466.606,114570,13,24,65,28,25,10,8,20,NORMAL
18302,11656,2018-5-16,Ana Rosa,-235.813,-466.383,66479,60,65,55,23,19,37,16,31,NORMAL
18303,2795,2019-10-5,Consolação,-235.581,-466.606,112564,10,34,65,9,34,25,12,20,REABASTECER
18304,11023,2018-8-13,Luz,-235.365,-466.332,124014,48,38,48,43,43,19,32,39,NORMAL
18305,11740,2018-8-10,Ana Rosa,-235.813,-466.383,65084,19,30,5,9,25,9,10,35,NORMAL
18306,2899,2018-1-19,Tamanduateí,-235.929,-465.897,49550,86,10,16,42,15,23,43,19,NORMAL
18307,2908,2018-1-28,Tamanduateí,-235.929,-465.897,50289,7,21,18,17,23,39,5,19,REABASTECER
18308,11099,2018-10-29,Luz,-235.365,-466.332,124519,65,16,47,27,39,19,24,24,NORMAL
18309,3051,2018-6-21,Tamanduateí,-235.929,-465.897,50838,44,12,14,24,43,6,20,11,REABASTECER
18310,11312,2019-6-2,Luz,-235.365,-466.332,127494,66,42,29,30,28,29,10,34,NORMAL
18311,3142,2018-9-22,Tamanduateí,-235.929,-465.897,52873,57,46,11,36,43,14,7,37,NORMAL
18312,11407,2019-9-7,Luz,-235.365,-466.332,126689,23,36,23,28,25,19,14,24,NORMAL
18313,11430,2019-9-30,Luz,-235.365,-466.332,125549,38,37,65,26,9,38,20,9,NORMAL
18314,3277,2019-2-7,Tamanduateí,-235.929,-465.897,50763,33,65,34,4,32,24,24,22,NORMAL
18315,3364,2019-5-4,Tamanduateí,-235.929,-465.897,52292,10,38,13,15,20,38,20,28,REABASTECER
18316,12257,2018-1-17,São Joaquim,-235.618,-466.389,34427,10,23,9,36,12,37,17,20,REABASTECER
18317,11594,2018-3-14,Ana Rosa,-235.813,-466.383,66850,86,50,9,43,35,13,43,19,REABASTECER
18318,12296,2018-2-26,São Joaquim,-235.618,-466.389,32861,70,57,55,11,41,31,37,7,NORMAL
18319,3433,2019-7-13,Tamanduateí,-235.929,-465.897,53130,34,24,40,18,11,8,35,25,NORMAL
18320,3532,2019-10-22,Tamanduateí,-235.929,-465.897,51786,29,23,61,34,24,30,2,39,NORMAL
18321,11736,2018-8-6,Ana Rosa,-235.813,-466.383,67314,58,56,26,21,43,22,25,4,REABASTECER
18322,3551,2019-11-11,Tamanduateí,-235.929,-465.897,50284,86,48,61,15,32,9,15,6,REABASTECER
18323,3637,2018-2-7,Sé,-23.55,-466.333,194339,66,54,6,13,16,24,38,30,REABASTECER
18324,3732,2018-5-12,Sé,-23.55,-466.333,193752,34,18,22,18,8,20,43,37,NORMAL
18325,11973,2019-4-3,Ana Rosa,-235.813,-466.383,66155,42,41,38,32,3,3,43,7,NORMAL
18326,3786,2018-7-6,Sé,-23.55,-466.333,193257,19,27,12,31,4,30,19,41,REABASTECER
18327,11994,2019-4-24,Ana Rosa,-235.813,-466.383,67265,12,50,16,18,17,38,7,16,REABASTECER
18328,12041,2019-6-11,Ana Rosa,-235.813,-466.383,64877,86,50,18,38,2,29,30,25,NORMAL
18329,3890,2018-10-20,Sé,-23.55,-466.333,194755,41,63,3,2,36,36,4,36,NORMAL
18330,12117,2019-8-27,Ana Rosa,-235.813,-466.383,64912,47,35,6,7,4,26,28,10,REABASTECER
18331,3946,2018-12-16,Sé,-23.55,-466.333,192563,39,17,65,7,43,13,4,39,REABASTECER
18332,12869,2019-9-29,São Joaquim,-235.618,-466.389,34691,42,47,21,13,28,6,18,32,NORMAL
18333,12907,2019-11-7,São Joaquim,-235.618,-466.389,34508,32,65,65,24,6,17,34,37,NORMAL
18334,12912,2019-11-12,São Joaquim,-235.618,-466.389,35186,67,42,36,2,28,39,11,14,REABASTECER
18335,4041,2019-3-21,Sé,-23.55,-466.333,193140,14,45,6,39,33,41,18,30,NORMAL
18336,12247,2018-1-7,São Joaquim,-235.618,-466.389,34968,19,30,19,22,8,23,16,18,NORMAL
